id,timestamp,user,text,ticker,topic_label,engagement
topic_1444,2025-02-20T12:16:34.028472,user_1076,$WMT shareholder reported — market reaction muted,WMT,dividend,9
topic_1445,2025-05-03T12:16:34.028472,user_95,$AAPL logistics reported — investors cautious,AAPL,supply_chain,10
topic_1446,2025-08-14T12:16:34.028472,user_953,$JPM shareholder reported — investors cautious,JPM,dividend,8
topic_1447,2025-07-13T12:16:34.028472,user_801,$WMT cpi reported — stock jumps,WMT,macro,12
topic_1448,2024-12-10T12:16:34.028472,user_1710,$JPM probe reported — analysts note,JPM,regulation,9
topic_1449,2025-06-21T12:16:34.028472,user_308,$AMZN gdp reported — market reaction muted,AMZN,macro,8
topic_1450,2025-02-06T12:16:34.028472,user_2459,$META supplier reported — investors cautious,META,supply_chain,8
topic_1451,2025-04-22T12:16:34.028472,user_1717,$BAC cash return reported — analysts note,BAC,dividend,9
topic_1452,2025-03-17T12:16:34.028472,user_2007,$AMZN inflation reported — analysts note,AMZN,macro,5
topic_1453,2025-01-26T12:16:34.028472,user_898,$WMT rollout reported — stock jumps,WMT,product_launch,6
topic_1454,2025-10-24T12:16:34.028472,user_1564,$GOOG next quarter reported — investors cautious,GOOG,guidance,2
topic_1455,2025-03-07T12:16:34.028472,user_541,$META compliance reported — analysts note,META,regulation,5
topic_1456,2025-01-14T12:16:34.028472,user_722,$META filing reported — market reaction muted,META,insider_trading,11
topic_1457,2025-07-02T12:16:34.028472,user_726,$META  unveiled reported — investors cautious,META,product_launch,6
topic_1458,2025-03-21T12:16:34.028472,user_2426,$META supplier reported — stock jumps,META,supply_chain,4
topic_1459,2025-05-21T12:16:34.028472,user_1499,$NVDA Form 4 reported — investors cautious,NVDA,insider_trading,3
topic_1460,2025-08-03T12:16:34.028472,user_137,$GOOG revenue reported — stock jumps,GOOG,earnings,8
topic_1461,2025-06-12T12:16:34.028472,user_407,$JPM payout reported — market reaction muted,JPM,dividend,6
topic_1462,2025-10-22T12:16:34.028472,user_141,$META gdp reported — stock jumps,META,macro,7
topic_1463,2025-07-19T12:16:34.028472,user_2316,$NVDA rate hike reported — analysts note,NVDA,macro,9
topic_1464,2024-12-19T12:16:34.029486,user_868,$AMZN new product reported — analysts note,AMZN,product_launch,4
topic_1465,2025-08-10T12:16:34.029486,user_2246,$GOOG layoff reported — analysts note,GOOG,hiring,11
topic_1466,2025-07-22T12:16:34.029486,user_1089,$WMT logistics reported — investors cautious,WMT,supply_chain,5
topic_1467,2025-09-29T12:16:34.029486,user_799,$WMT recruitment reported — investors cautious,WMT,hiring,8
topic_1468,2025-04-13T12:16:34.029486,user_1126,$META fine reported — analysts note,META,regulation,7
topic_1469,2025-06-10T12:16:34.029486,user_442,$JPM deal reported — analysts note,JPM,merger,6
topic_1470,2025-04-30T12:16:34.029486,user_2269,$MSFT spinoff reported — investors cautious,MSFT,merger,6
topic_1471,2025-06-09T12:16:34.029486,user_1030,$NVDA dividend reported — stock jumps,NVDA,dividend,7
topic_1472,2025-01-09T12:16:34.029486,user_1819,$TSLA integration reported — stock jumps,TSLA,merger,4
topic_1473,2025-05-03T12:16:34.029486,user_1807,$AMZN  unveiled reported — investors cautious,AMZN,product_launch,4
topic_1474,2025-08-01T12:16:34.029486,user_1958,$TSLA shareholder reported — market reaction muted,TSLA,dividend,9
topic_1475,2025-01-28T12:16:34.029486,user_86,$MSFT deal reported — analysts note,MSFT,merger,5
topic_1476,2025-09-01T12:16:34.029486,user_914,$TSLA buyback reported — analysts note,TSLA,insider_trading,9
topic_1477,2025-10-22T12:16:34.029486,user_1223,$WMT estimates reported — analysts note,WMT,guidance,2
topic_1478,2024-11-23T12:16:34.029486,user_648,$MSFT beat reported — market reaction muted,MSFT,earnings,9
topic_1479,2025-03-07T12:16:34.029486,user_1794,$GOOG headcount reported — market reaction muted,GOOG,hiring,6
topic_1480,2025-04-04T12:16:34.029486,user_1134,$META filing reported — investors cautious,META,insider_trading,9
topic_1481,2025-01-15T12:16:34.029486,user_1824,$BAC cpi reported — stock jumps,BAC,macro,3
topic_1482,2025-05-07T12:16:34.029486,user_1576,$JPM profits reported — stock jumps,JPM,earnings,2
topic_1483,2025-10-20T12:16:34.029486,user_1072,$JPM dividend reported — investors cautious,JPM,dividend,9
topic_1484,2025-05-17T12:16:34.029486,user_2446,$AMZN deal reported — analysts note,AMZN,merger,6
topic_1485,2025-03-15T12:16:34.030426,user_442,$META q2 reported — market reaction muted,META,earnings,9
topic_1486,2025-10-12T12:16:34.030426,user_2073,$GOOG compliance reported — investors cautious,GOOG,regulation,3
topic_1487,2025-01-10T12:16:34.030426,user_1811,$MSFT talent reported — investors cautious,MSFT,hiring,9
topic_1488,2025-01-14T12:16:34.030426,user_2499,$META filing reported — stock jumps,META,insider_trading,4
topic_1489,2025-07-14T12:16:34.030426,user_2035,$AMZN dividend reported — market reaction muted,AMZN,dividend,3
topic_1490,2025-10-14T12:16:34.030426,user_1941,$META acquire reported — market reaction muted,META,merger,4
topic_1491,2025-08-17T12:16:34.030426,user_1914,$GOOG lawsuit reported — investors cautious,GOOG,regulation,6
topic_1492,2025-01-14T12:16:34.030426,user_2200,$GOOG regulatory reported — investors cautious,GOOG,regulation,8
topic_1493,2025-02-25T12:16:34.030426,user_1291,$GOOG insider reported — market reaction muted,GOOG,insider_trading,2
topic_1494,2025-06-30T12:16:34.030426,user_1697,$BAC chip shortage reported — stock jumps,BAC,supply_chain,7
topic_1495,2025-08-26T12:16:34.030426,user_728,$TSLA lawsuit reported — market reaction muted,TSLA,regulation,13
topic_1496,2025-07-17T12:16:34.030426,user_1685,$NVDA buyout reported — stock jumps,NVDA,merger,7
topic_1497,2025-03-07T12:16:34.030426,user_2055,$META guidance reported — investors cautious,META,guidance,8
topic_1498,2025-02-21T12:16:34.030426,user_2142,$MSFT compliance reported — stock jumps,MSFT,regulation,7
topic_1499,2025-06-04T12:16:34.030426,user_899,$AMZN insider reported — market reaction muted,AMZN,insider_trading,5
topic_1500,2025-09-10T12:16:34.030426,user_379,$WMT forecast reported — market reaction muted,WMT,guidance,7
topic_1501,2025-11-08T12:16:34.030426,user_961,$META q2 reported — investors cautious,META,earnings,8
topic_1502,2025-10-17T12:16:34.030426,user_1351,$WMT new product reported — market reaction muted,WMT,product_launch,5
topic_1503,2025-09-30T12:16:34.030426,user_641,$NVDA payout reported — analysts note,NVDA,dividend,8
topic_1504,2025-08-07T12:16:34.030426,user_716,$BAC revenue reported — stock jumps,BAC,earnings,7
topic_1505,2025-04-17T12:16:34.030426,user_1406,$TSLA buyout reported — market reaction muted,TSLA,merger,4
topic_1506,2025-04-21T12:16:34.030426,user_2028,$JPM insider sell reported — market reaction muted,JPM,insider_trading,6
topic_1507,2025-09-25T12:16:34.030426,user_1333,$GOOG forecast reported — analysts note,GOOG,guidance,8
topic_1508,2025-10-12T12:16:34.031428,user_788,$TSLA economy reported — market reaction muted,TSLA,macro,4
topic_1509,2025-08-30T12:16:34.031428,user_2485,$AMZN q1 reported — stock jumps,AMZN,earnings,11
topic_1510,2025-02-01T12:16:34.031428,user_2110,$GOOG probe reported — analysts note,GOOG,regulation,6
topic_1511,2025-05-22T12:16:34.031428,user_1284,$MSFT spinoff reported — market reaction muted,MSFT,merger,3
topic_1512,2025-10-18T12:16:34.031428,user_2415,$GOOG spinoff reported — investors cautious,GOOG,merger,5
topic_1513,2025-05-12T12:16:34.031428,user_1681,$BAC hiring reported — market reaction muted,BAC,hiring,11
topic_1514,2025-03-30T12:16:34.031428,user_1002,$NVDA Form 4 reported — market reaction muted,NVDA,insider_trading,10
topic_1515,2025-09-05T12:16:34.031428,user_1511,$GOOG probe reported — analysts note,GOOG,regulation,9
topic_1516,2025-10-19T12:16:34.031428,user_1310,$MSFT buyback reported — market reaction muted,MSFT,insider_trading,3
topic_1517,2025-01-05T12:16:34.031428,user_91,$AMZN regulatory reported — investors cautious,AMZN,regulation,6
topic_1518,2025-04-16T12:16:34.031428,user_1808,$AAPL  unveiled reported — investors cautious,AAPL,product_launch,7
topic_1519,2025-09-24T12:16:34.031428,user_1959,$GOOG next quarter reported — analysts note,GOOG,guidance,4
topic_1520,2025-10-06T12:16:34.031428,user_1373,$META integration reported — stock jumps,META,merger,7
topic_1521,2025-11-02T12:16:34.031428,user_1593,$JPM buyout reported — investors cautious,JPM,merger,7
topic_1522,2025-04-14T12:16:34.031428,user_1929,$AMZN inflation reported — stock jumps,AMZN,macro,5
topic_1523,2024-11-25T12:16:34.031428,user_1168,$GOOG talent reported — analysts note,GOOG,hiring,7
topic_1524,2025-07-17T12:16:34.031428,user_511,$MSFT outlook reported — market reaction muted,MSFT,guidance,9
topic_1525,2025-06-26T12:16:34.031428,user_1270,$JPM hiring reported — stock jumps,JPM,hiring,5
topic_1526,2024-12-19T12:16:34.031428,user_1866,$TSLA profits reported — stock jumps,TSLA,earnings,6
topic_1527,2024-12-18T12:16:34.031428,user_2104,$MSFT estimates reported — analysts note,MSFT,guidance,8
topic_1528,2024-12-25T12:16:34.031428,user_217,$GOOG next quarter reported — analysts note,GOOG,guidance,6
topic_1529,2024-12-16T12:16:34.031428,user_387,$BAC gdp reported — stock jumps,BAC,macro,7
topic_1530,2024-12-30T12:16:34.031428,user_852,$MSFT eps reported — investors cautious,MSFT,earnings,7
topic_1531,2024-11-17T12:16:34.031428,user_1572,$AAPL supplier reported — market reaction muted,AAPL,supply_chain,10
topic_1532,2025-03-06T12:16:34.032500,user_61,$JPM dividend reported — investors cautious,JPM,dividend,6
topic_1533,2024-11-23T12:16:34.032500,user_791,$TSLA port reported — market reaction muted,TSLA,supply_chain,6
topic_1534,2024-12-30T12:16:34.032500,user_120,$AAPL dividend reported — investors cautious,AAPL,dividend,12
topic_1535,2025-06-30T12:16:34.032500,user_161,$AAPL  unveiled reported — stock jumps,AAPL,product_launch,5
topic_1536,2025-06-01T12:16:34.032500,user_2110,$NVDA spinoff reported — market reaction muted,NVDA,merger,11
topic_1537,2025-04-16T12:16:34.032500,user_1926,$META hiring reported — investors cautious,META,hiring,5
topic_1538,2025-04-18T12:16:34.032500,user_855,$NVDA talent reported — market reaction muted,NVDA,hiring,7
topic_1539,2025-08-24T12:16:34.032500,user_1369,$META Form 4 reported — investors cautious,META,insider_trading,9
topic_1540,2025-08-25T12:16:34.032500,user_320,$JPM rollout reported — analysts note,JPM,product_launch,4
topic_1541,2025-07-17T12:16:34.032500,user_1788,$NVDA beat reported — investors cautious,NVDA,earnings,7
topic_1542,2025-06-26T12:16:34.032500,user_1366,$BAC new product reported — stock jumps,BAC,product_launch,6
topic_1543,2025-07-16T12:16:34.032500,user_724,$MSFT q2 reported — market reaction muted,MSFT,earnings,6
topic_1544,2024-11-14T12:16:34.032500,user_925,$TSLA layoff reported — stock jumps,TSLA,hiring,7
topic_1545,2025-01-28T12:16:34.032500,user_1834,$NVDA outlook reported — market reaction muted,NVDA,guidance,5
topic_1546,2024-12-08T12:16:34.032500,user_1510,$BAC shareholder reported — stock jumps,BAC,dividend,5
topic_1547,2025-06-02T12:16:34.032500,user_1473,$NVDA q1 reported — market reaction muted,NVDA,earnings,8
topic_1548,2025-02-25T12:16:34.032500,user_1825,$TSLA outlook reported — investors cautious,TSLA,guidance,3
topic_1549,2025-06-16T12:16:34.032500,user_1857,$AAPL insider reported — investors cautious,AAPL,insider_trading,4
topic_1550,2025-08-12T12:16:34.032500,user_1436,$NVDA headcount reported — stock jumps,NVDA,hiring,6
topic_1551,2025-01-29T12:16:34.032500,user_208,$AMZN compliance reported — stock jumps,AMZN,regulation,9
topic_1552,2025-01-09T12:16:34.032500,user_128,$JPM port reported — analysts note,JPM,supply_chain,6
topic_1553,2025-04-04T12:16:34.032500,user_42,$NVDA merger reported — market reaction muted,NVDA,merger,7
topic_1554,2025-03-21T12:16:34.032500,user_1109,$TSLA compliance reported — investors cautious,TSLA,regulation,8
topic_1555,2025-03-26T12:16:34.033456,user_2378,$NVDA yield reported — analysts note,NVDA,dividend,9
topic_1556,2025-01-25T12:16:34.033456,user_790,$BAC Form 4 reported — investors cautious,BAC,insider_trading,6
topic_1557,2025-01-03T12:16:34.033456,user_1874,$GOOG economy reported — market reaction muted,GOOG,macro,3
topic_1558,2025-06-11T12:16:34.033456,user_776,$TSLA chip shortage reported — market reaction muted,TSLA,supply_chain,7
topic_1559,2025-10-24T12:16:34.033456,user_708,$AMZN economy reported — investors cautious,AMZN,macro,5
topic_1560,2025-07-03T12:16:34.033456,user_381,$AAPL  unveiled reported — analysts note,AAPL,product_launch,4
topic_1561,2025-03-28T12:16:34.033456,user_834,$AMZN delay reported — analysts note,AMZN,supply_chain,9
topic_1562,2025-05-18T12:16:34.033456,user_1185,$META filing reported — stock jumps,META,insider_trading,4
topic_1563,2025-03-08T12:16:34.033456,user_78,$AMZN port reported — market reaction muted,AMZN,supply_chain,7
topic_1564,2025-01-12T12:16:34.033456,user_477,$AAPL hiring reported — investors cautious,AAPL,hiring,8
topic_1565,2024-12-22T12:16:34.033456,user_2147,$MSFT new product reported — stock jumps,MSFT,product_launch,2
topic_1566,2025-03-19T12:16:34.033456,user_2143,$WMT q2 reported — investors cautious,WMT,earnings,10
topic_1567,2025-01-24T12:16:34.033456,user_556,$JPM guidance reported — analysts note,JPM,guidance,11
topic_1568,2025-05-25T12:16:34.033456,user_628,$AAPL released reported — analysts note,AAPL,product_launch,11
topic_1569,2025-09-06T12:16:34.033456,user_2132,$WMT yield reported — stock jumps,WMT,dividend,8
topic_1570,2025-11-02T12:16:34.033456,user_1274,$TSLA beat reported — stock jumps,TSLA,earnings,1
topic_1571,2025-09-03T12:16:34.033456,user_419,$JPM forecast reported — stock jumps,JPM,guidance,6
topic_1572,2025-04-06T12:16:34.033456,user_2421,$TSLA economy reported — market reaction muted,TSLA,macro,10
topic_1573,2025-09-10T12:16:34.033456,user_37,$AMZN port reported — investors cautious,AMZN,supply_chain,11
topic_1574,2025-02-22T12:16:34.033456,user_1978,$BAC eps reported — analysts note,BAC,earnings,10
topic_1575,2025-09-26T12:16:34.033456,user_1149,$AMZN launch reported — stock jumps,AMZN,product_launch,0
topic_1576,2025-10-05T12:16:34.033456,user_2302,$NVDA outlook reported — investors cautious,NVDA,guidance,9
topic_1577,2025-03-03T12:16:34.033456,user_731,$MSFT released reported — analysts note,MSFT,product_launch,10
topic_1578,2025-10-15T12:16:34.033456,user_769,$GOOG payout reported — investors cautious,GOOG,dividend,9
topic_1579,2025-08-14T12:16:34.033456,user_1999,$AAPL new product reported — analysts note,AAPL,product_launch,6
topic_1580,2025-04-13T12:16:34.034515,user_2454,$AAPL spinoff reported — investors cautious,AAPL,merger,7
topic_1581,2025-01-02T12:16:34.034515,user_2201,$META talent reported — stock jumps,META,hiring,11
topic_1582,2025-05-29T12:16:34.034515,user_1697,$AAPL  unveiled reported — stock jumps,AAPL,product_launch,5
topic_1583,2025-04-01T12:16:34.034515,user_1626,$GOOG rollout reported — stock jumps,GOOG,product_launch,3
topic_1584,2025-06-04T12:16:34.034515,user_2147,$JPM  unveiled reported — investors cautious,JPM,product_launch,6
topic_1585,2025-06-27T12:16:34.034515,user_1067,$TSLA buyout reported — stock jumps,TSLA,merger,9
topic_1586,2025-07-10T12:16:34.034515,user_1255,$NVDA buyout reported — analysts note,NVDA,merger,6
topic_1587,2025-08-13T12:16:34.034515,user_1658,$BAC cpi reported — stock jumps,BAC,macro,3
topic_1588,2025-06-10T12:16:34.034515,user_1034,$META new product reported — market reaction muted,META,product_launch,5
topic_1589,2025-08-07T12:16:34.034515,user_2272,$MSFT guidance reported — investors cautious,MSFT,guidance,7
topic_1590,2025-06-11T12:16:34.034515,user_1882,$AMZN filing reported — analysts note,AMZN,insider_trading,10
topic_1591,2025-05-28T12:16:34.034515,user_2015,$AMZN yield reported — market reaction muted,AMZN,dividend,7
topic_1592,2025-01-29T12:16:34.034515,user_731,$TSLA cpi reported — investors cautious,TSLA,macro,9
topic_1593,2024-11-23T12:16:34.034515,user_1031,$AMZN forecast reported — analysts note,AMZN,guidance,5
topic_1594,2025-03-25T12:16:34.034515,user_15,$AAPL spinoff reported — stock jumps,AAPL,merger,7
topic_1595,2025-10-02T12:16:34.034515,user_165,$NVDA guidance reported — market reaction muted,NVDA,guidance,8
topic_1596,2025-02-12T12:16:34.034515,user_2500,$MSFT dividend reported — stock jumps,MSFT,dividend,3
topic_1597,2025-02-20T12:16:34.034515,user_397,$JPM regulatory reported — analysts note,JPM,regulation,4
topic_1598,2025-03-20T12:16:34.034515,user_545,$JPM shareholder reported — investors cautious,JPM,dividend,3
topic_1599,2025-09-10T12:16:34.034515,user_557,$MSFT revenue reported — analysts note,MSFT,earnings,7
topic_1600,2025-05-04T12:16:34.034515,user_2120,$MSFT released reported — investors cautious,MSFT,product_launch,8
topic_1601,2025-09-04T12:16:34.034515,user_2227,$GOOG insider sell reported — stock jumps,GOOG,insider_trading,10
topic_1602,2025-09-21T12:16:34.035495,user_2061,$WMT merger reported — stock jumps,WMT,merger,6
topic_1603,2025-01-27T12:16:34.035495,user_1154,$NVDA gdp reported — analysts note,NVDA,macro,2
topic_1604,2025-09-10T12:16:34.035495,user_1552,$WMT new product reported — stock jumps,WMT,product_launch,4
topic_1605,2025-11-12T12:16:34.035495,user_1829,$BAC economy reported — market reaction muted,BAC,macro,6
topic_1606,2025-03-19T12:16:34.035495,user_486,$GOOG deal reported — market reaction muted,GOOG,merger,6
topic_1607,2025-10-13T12:16:34.035495,user_2474,$NVDA supplier reported — stock jumps,NVDA,supply_chain,7
topic_1608,2025-02-24T12:16:34.035495,user_1034,$WMT inflation reported — market reaction muted,WMT,macro,6
topic_1609,2025-09-19T12:16:34.035495,user_2086,$JPM Form 4 reported — stock jumps,JPM,insider_trading,7
topic_1610,2025-10-19T12:16:34.035495,user_1682,$NVDA q1 reported — stock jumps,NVDA,earnings,9
topic_1611,2025-05-23T12:16:34.035495,user_926,$NVDA chip shortage reported — analysts note,NVDA,supply_chain,10
topic_1612,2024-12-11T12:16:34.035495,user_1692,$NVDA next quarter reported — analysts note,NVDA,guidance,2
topic_1613,2025-09-30T12:16:34.035495,user_510,$META launch reported — market reaction muted,META,product_launch,9
topic_1614,2025-03-18T12:16:34.035495,user_1791,$BAC rate hike reported — investors cautious,BAC,macro,10
topic_1615,2024-12-12T12:16:34.035495,user_727,$JPM next quarter reported — market reaction muted,JPM,guidance,6
topic_1616,2025-02-10T12:16:34.035495,user_606,$AMZN economy reported — stock jumps,AMZN,macro,8
topic_1617,2025-02-08T12:16:34.035495,user_1392,$META port reported — market reaction muted,META,supply_chain,6
topic_1618,2025-10-27T12:16:34.035495,user_1169,$TSLA insider sell reported — stock jumps,TSLA,insider_trading,6
topic_1619,2025-10-14T12:16:34.035495,user_2101,$NVDA hiring reported — analysts note,NVDA,hiring,13
topic_1620,2025-05-08T12:16:34.035495,user_1471,$NVDA buyback reported — analysts note,NVDA,insider_trading,8
topic_1621,2024-12-18T12:16:34.035495,user_167,$TSLA q2 reported — market reaction muted,TSLA,earnings,7
topic_1622,2025-08-31T12:16:34.035495,user_1877,$GOOG gdp reported — investors cautious,GOOG,macro,7
topic_1623,2025-01-28T12:16:34.036502,user_686,$WMT logistics reported — market reaction muted,WMT,supply_chain,8
topic_1624,2025-05-26T12:16:34.036502,user_932,$NVDA logistics reported — investors cautious,NVDA,supply_chain,7
topic_1625,2025-08-14T12:16:34.036502,user_2308,$META cpi reported — analysts note,META,macro,6
topic_1626,2025-06-19T12:16:34.036502,user_563,$BAC rollout reported — investors cautious,BAC,product_launch,4
topic_1627,2025-01-04T12:16:34.036502,user_1437,$NVDA q1 reported — investors cautious,NVDA,earnings,7
topic_1628,2025-08-25T12:16:34.036502,user_1342,$GOOG lawsuit reported — stock jumps,GOOG,regulation,6
topic_1629,2025-05-24T12:16:34.036502,user_849,$META regulatory reported — analysts note,META,regulation,10
topic_1630,2024-12-28T12:16:34.036502,user_2321,$GOOG new product reported — investors cautious,GOOG,product_launch,9
topic_1631,2024-12-22T12:16:34.036502,user_2468,$GOOG cpi reported — market reaction muted,GOOG,macro,7
topic_1632,2025-03-03T12:16:34.036502,user_1015,$NVDA payout reported — analysts note,NVDA,dividend,11
topic_1633,2025-07-30T12:16:34.036502,user_360,$TSLA fine reported — market reaction muted,TSLA,regulation,7
topic_1634,2025-05-05T12:16:34.036502,user_1708,$WMT probe reported — analysts note,WMT,regulation,6
topic_1635,2025-01-27T12:16:34.036502,user_1720,$JPM insider sell reported — market reaction muted,JPM,insider_trading,10
topic_1636,2025-09-06T12:16:34.036502,user_2094,$BAC payout reported — stock jumps,BAC,dividend,10
topic_1637,2025-05-17T12:16:34.036502,user_2050,$JPM port reported — stock jumps,JPM,supply_chain,3
topic_1638,2025-08-08T12:16:34.036502,user_1046,$AAPL rate hike reported — stock jumps,AAPL,macro,4
topic_1639,2025-08-23T12:16:34.036502,user_2367,$TSLA new product reported — stock jumps,TSLA,product_launch,9
topic_1640,2025-06-18T12:16:34.036502,user_1180,$BAC hiring reported — stock jumps,BAC,hiring,8
topic_1641,2025-08-29T12:16:34.036502,user_584,$TSLA earnings reported — analysts note,TSLA,earnings,9
topic_1642,2024-12-26T12:16:34.036502,user_62,$TSLA released reported — stock jumps,TSLA,product_launch,5
topic_1643,2025-02-12T12:16:34.036502,user_389,$META gdp reported — market reaction muted,META,macro,4
topic_1644,2024-12-12T12:16:34.036502,user_2181,$TSLA regulatory reported — analysts note,TSLA,regulation,10
topic_1645,2024-12-14T12:16:34.036502,user_294,$TSLA merger reported — analysts note,TSLA,merger,6
topic_1646,2025-06-21T12:16:34.036502,user_2142,$BAC logistics reported — stock jumps,BAC,supply_chain,10
topic_1647,2025-03-22T12:16:34.037497,user_2451,$AMZN buyback reported — investors cautious,AMZN,insider_trading,7
topic_1648,2025-04-19T12:16:34.037497,user_992,$AAPL rate hike reported — market reaction muted,AAPL,macro,9
topic_1649,2024-11-16T12:16:34.037497,user_158,$META deal reported — market reaction muted,META,merger,4
topic_1650,2024-11-28T12:16:34.037497,user_2203,$NVDA beat reported — stock jumps,NVDA,earnings,5
topic_1651,2025-08-23T12:16:34.037497,user_2239,$BAC buyout reported — investors cautious,BAC,merger,10
topic_1652,2025-02-25T12:16:34.037497,user_1171,$BAC talent reported — analysts note,BAC,hiring,6
topic_1653,2025-03-25T12:16:34.037497,user_1199,$AAPL regulatory reported — market reaction muted,AAPL,regulation,8
topic_1654,2025-04-01T12:16:34.037497,user_55,$JPM insider reported — investors cautious,JPM,insider_trading,4
topic_1655,2025-09-10T12:16:34.037497,user_1263,$MSFT outlook reported — investors cautious,MSFT,guidance,10
topic_1656,2024-12-04T12:16:34.037497,user_2478,$META Form 4 reported — stock jumps,META,insider_trading,10
topic_1657,2025-03-15T12:16:34.037497,user_2000,$MSFT lawsuit reported — analysts note,MSFT,regulation,5
topic_1658,2025-01-17T12:16:34.037497,user_1358,$META compliance reported — investors cautious,META,regulation,9
topic_1659,2025-01-04T12:16:34.037497,user_396,$AMZN chip shortage reported — market reaction muted,AMZN,supply_chain,4
topic_1660,2025-02-14T12:16:34.037497,user_1903,$AMZN rate hike reported — market reaction muted,AMZN,macro,6
topic_1661,2025-11-09T12:16:34.037497,user_678,$NVDA fine reported — analysts note,NVDA,regulation,8
topic_1662,2025-06-22T12:16:34.037497,user_1066,$BAC rollout reported — stock jumps,BAC,product_launch,6
topic_1663,2024-12-05T12:16:34.037497,user_1744,$BAC outlook reported — market reaction muted,BAC,guidance,7
topic_1664,2025-04-05T12:16:34.037497,user_1403,$BAC insider sell reported — market reaction muted,BAC,insider_trading,8
topic_1665,2025-09-25T12:16:34.037497,user_2028,$JPM shareholder reported — market reaction muted,JPM,dividend,8
topic_1666,2025-03-09T12:16:34.037497,user_2036,$NVDA Form 4 reported — market reaction muted,NVDA,insider_trading,2
topic_1667,2025-04-06T12:16:34.038494,user_1821,$MSFT rate hike reported — investors cautious,MSFT,macro,6
topic_1668,2025-08-29T12:16:34.038494,user_1767,$WMT estimates reported — investors cautious,WMT,guidance,9
topic_1669,2025-10-31T12:16:34.038494,user_210,$GOOG revenue reported — stock jumps,GOOG,earnings,4
topic_1670,2025-01-08T12:16:34.038494,user_703,$JPM insider sell reported — stock jumps,JPM,insider_trading,4
topic_1671,2025-09-19T12:16:34.038494,user_1250,$AAPL yield reported — analysts note,AAPL,dividend,4
topic_1672,2025-07-03T12:16:34.038494,user_1659,$GOOG new product reported — market reaction muted,GOOG,product_launch,9
topic_1673,2025-09-03T12:16:34.038494,user_688,$MSFT yield reported — stock jumps,MSFT,dividend,6
topic_1674,2024-12-21T12:16:34.038494,user_1863,$MSFT rollout reported — investors cautious,MSFT,product_launch,4
topic_1675,2025-06-20T12:16:34.038494,user_2427,$JPM shareholder reported — market reaction muted,JPM,dividend,10
topic_1676,2025-07-03T12:16:34.038494,user_432,$GOOG fine reported — investors cautious,GOOG,regulation,6
topic_1677,2025-11-06T12:16:34.038494,user_2294,$META insider reported — investors cautious,META,insider_trading,9
topic_1678,2024-11-20T12:16:34.038494,user_1967,$GOOG rate hike reported — stock jumps,GOOG,macro,11
topic_1679,2025-01-07T12:16:34.038494,user_1395,$AMZN fine reported — market reaction muted,AMZN,regulation,5
topic_1680,2025-09-23T12:16:34.038494,user_157,$META guidance reported — stock jumps,META,guidance,11
topic_1681,2024-11-29T12:16:34.038494,user_1760,$TSLA shareholder reported — stock jumps,TSLA,dividend,4
topic_1682,2025-09-14T12:16:34.038494,user_2430,$MSFT probe reported — analysts note,MSFT,regulation,5
topic_1683,2025-05-10T12:16:34.038494,user_879,$META filing reported — market reaction muted,META,insider_trading,14
topic_1684,2025-10-31T12:16:34.038494,user_1091,$AMZN q2 reported — market reaction muted,AMZN,earnings,4
topic_1685,2025-04-04T12:16:34.038494,user_2487,$META acquire reported — investors cautious,META,merger,9
topic_1686,2025-06-01T12:16:34.038494,user_610,$AAPL probe reported — analysts note,AAPL,regulation,9
topic_1687,2025-05-02T12:16:34.038494,user_202,$TSLA cash return reported — analysts note,TSLA,dividend,10
topic_1688,2025-04-06T12:16:34.038494,user_1856,$MSFT outlook reported — analysts note,MSFT,guidance,2
topic_1689,2025-11-02T12:16:34.038494,user_1966,$MSFT launch reported — analysts note,MSFT,product_launch,6
topic_1690,2025-09-10T12:16:34.038494,user_1137,$MSFT dividend reported — analysts note,MSFT,dividend,9
topic_1691,2025-04-16T12:16:34.039498,user_843,$GOOG acquire reported — investors cautious,GOOG,merger,4
topic_1692,2025-07-05T12:16:34.039498,user_1669,$MSFT beat reported — stock jumps,MSFT,earnings,1
topic_1693,2024-12-19T12:16:34.039498,user_476,$NVDA chip shortage reported — market reaction muted,NVDA,supply_chain,4
topic_1694,2024-11-20T12:16:34.039498,user_1584,$MSFT recruitment reported — analysts note,MSFT,hiring,7
topic_1695,2025-05-06T12:16:34.039498,user_2421,$GOOG filing reported — market reaction muted,GOOG,insider_trading,9
topic_1696,2025-10-28T12:16:34.039498,user_1959,$AAPL estimates reported — stock jumps,AAPL,guidance,6
topic_1697,2025-09-23T12:16:34.039498,user_348,$NVDA dividend reported — analysts note,NVDA,dividend,7
topic_1698,2025-04-07T12:16:34.039498,user_854,$NVDA filing reported — investors cautious,NVDA,insider_trading,7
topic_1699,2025-02-01T12:16:34.039498,user_1135,$TSLA q2 reported — stock jumps,TSLA,earnings,6
topic_1700,2024-11-27T12:16:34.039498,user_1407,$MSFT insider reported — market reaction muted,MSFT,insider_trading,10
topic_1701,2024-12-22T12:16:34.039498,user_2185,$META economy reported — market reaction muted,META,macro,6
topic_1702,2025-03-29T12:16:34.039498,user_2252,$NVDA supplier reported — investors cautious,NVDA,supply_chain,6
topic_1703,2025-06-10T12:16:34.039498,user_611,$AMZN earnings reported — stock jumps,AMZN,earnings,6
