id,timestamp,user,text,ticker,sector,likes,retweets,sentiment_label
sent_1305,2025-07-07T05:00:08.546577,user_608,$AAPL solid quarter,AAPL,Consumer Discretionary,7,1,positive
sent_1306,2025-01-19T20:57:08.546577,user_670,$JPM revenue growth stock drops,JPM,Retail,2,3,positive
sent_1307,2025-05-21T17:16:08.546577,user_126,$TSLA dividend declared mixed signals,TSLA,Semiconductors,4,4,neutral
sent_1308,2025-11-05T19:21:08.546577,user_823,Bank of America Corporation beats expectations,BAC,Consumer Staples,1,2,positive
sent_1309,2025-01-03T10:31:08.546577,user_1082,$WMT downgrade losses widen #markets,WMT,Retail,2,3,negative
sent_1310,2025-09-28T18:22:08.547582,user_130,$TSLA expansion plans investors are cautious,TSLA,Financials,6,5,positive
sent_1311,2025-06-25T04:15:08.547582,user_716,$BAC strong earnings,BAC,Retail,8,0,positive
sent_1312,2025-01-25T11:22:08.547582,user_1580,$AAPL record profits stock reacts,AAPL,Financials,6,2,positive
sent_1313,2024-12-18T12:28:08.547582,user_943,JPMorgan Chase & Co. company updates,JPM,Technology,4,2,neutral
sent_1314,2025-01-24T04:09:08.547582,user_1584,$MSFT weak guidance,MSFT,Automotive,9,2,negative
sent_1315,2025-02-28T17:19:08.547582,user_1491,Microsoft Corporation company updates lawsuit,MSFT,Technology,2,3,neutral
sent_1316,2025-08-27T15:54:08.547582,user_642,$NVDA losses widen solid quarter,NVDA,Semiconductors,5,3,negative
sent_1317,2025-03-02T13:56:08.547582,user_187,Alphabet Inc filed SEC form revenue growth,GOOG,Technology,1,0,neutral
sent_1318,2025-08-06T17:24:08.547582,user_73,$BAC strong earnings,BAC,Consumer Discretionary,1,6,positive
sent_1319,2025-07-10T11:06:08.547582,user_1055,NVIDIA Corporation weak guidance strong buy,NVDA,Semiconductors,5,2,negative
sent_1320,2024-12-18T18:06:08.547582,user_1874,NVIDIA Corporation strong buy,NVDA,Financials,7,3,positive
sent_1321,2025-07-28T15:06:08.547582,user_1501,$GOOG strong earnings stock drops,GOOG,Semiconductors,4,1,positive
sent_1322,2025-11-05T06:16:08.547582,user_1151,$AAPL filed SEC form,AAPL,Technology,1,2,positive
sent_1323,2025-10-13T09:36:08.547582,user_1845,$META shares traded stock reacts,META,Semiconductors,3,0,positive
sent_1324,2025-08-30T11:44:08.547582,user_1464,$META filed SEC form record profits,META,Automotive,4,3,neutral
sent_1325,2025-10-21T05:00:08.547582,user_603,$WMT filed SEC form,WMT,Consumer Discretionary,7,2,neutral
sent_1326,2024-12-30T09:07:08.548576,user_1166,Apple Inc analyst meeting revenue growth,AAPL,Consumer Discretionary,5,0,neutral
sent_1327,2025-05-05T11:30:08.548576,user_135,$AAPL downgrade #markets,AAPL,Consumer Discretionary,5,1,negative
sent_1328,2025-09-13T07:29:08.548576,user_1307,$WMT solid quarter outperform,WMT,Automotive,8,2,positive
sent_1329,2025-03-29T14:35:08.548576,user_1931,Alphabet Inc conference presentation,GOOG,Technology,2,4,neutral
sent_1330,2025-10-24T21:58:08.548576,user_1660,$META announces conference call #earnings,META,Retail,5,3,neutral
sent_1331,2025-01-27T09:35:08.548576,user_1417,$AMZN declining sales mixed signals,AMZN,Semiconductors,4,0,negative
sent_1332,2024-12-16T10:54:08.548576,user_1369,$AMZN misses estimates,AMZN,Financials,7,1,negative
sent_1333,2025-01-01T08:03:08.548576,user_1862,$AAPL strategic acquisition #markets,AAPL,Consumer Discretionary,6,1,positive
sent_1334,2025-06-21T05:34:08.548576,user_226,NVIDIA Corporation expansion plans,NVDA,Consumer Discretionary,11,3,positive
sent_1335,2025-09-05T05:35:08.548576,user_442,$JPM announces conference call,JPM,Consumer Staples,4,5,neutral
sent_1336,2025-03-21T10:44:08.548576,user_1555,$TSLA buy rating analyst meeting,TSLA,Consumer Discretionary,4,0,positive
sent_1337,2025-04-20T09:30:08.548576,user_1241,"Tesla, Inc analyst meeting",TSLA,Semiconductors,5,2,neutral
sent_1338,2025-07-25T00:21:08.548576,user_161,"Meta Platforms, Inc company updates #markets #earnings",META,Semiconductors,7,3,neutral
sent_1339,2025-10-09T22:41:08.548576,user_1488,$NVDA solid quarter on the news,NVDA,Semiconductors,6,1,positive
sent_1340,2025-05-26T21:11:08.548576,user_1319,JPMorgan Chase & Co. upbeat guidance market is watching,JPM,Financials,7,2,positive
sent_1341,2025-06-20T11:56:08.549575,user_299,$AMZN declining sales,AMZN,Financials,5,1,negative
sent_1342,2025-09-16T19:08:08.549575,user_1956,Alphabet Inc strong earnings according to sources,GOOG,Consumer Staples,4,1,positive
sent_1343,2025-08-06T19:18:08.549575,user_930,$NVDA analyst meeting raising targets #markets,NVDA,Technology,7,2,positive
sent_1344,2025-04-22T05:54:08.549575,user_660,$JPM supply chain issues downgrade #markets #earnings,JPM,Consumer Staples,2,1,negative
sent_1345,2025-04-07T20:12:08.549575,user_713,$META record profits #markets,META,Retail,7,1,positive
sent_1346,2025-06-30T08:30:08.549575,user_827,$WMT profit warning #markets,WMT,Consumer Staples,6,1,negative
sent_1347,2025-08-20T08:37:08.549575,user_1798,$GOOG declining sales profit warning,GOOG,Consumer Discretionary,5,2,negative
sent_1348,2025-05-04T18:54:08.549575,user_1626,$META dividend declared #markets,META,Financials,7,5,neutral
sent_1349,2025-07-05T06:03:08.549575,user_1327,"Tesla, Inc dividend declared profit warning",TSLA,Semiconductors,5,2,neutral
sent_1350,2025-10-26T08:33:08.549575,user_1337,$WMT analyst meeting on the news,WMT,Semiconductors,6,0,neutral
sent_1351,2025-02-02T10:21:08.549575,user_107,$AMZN shares traded #earnings,AMZN,Consumer Discretionary,6,2,neutral
sent_1352,2024-11-30T16:45:08.549575,user_1325,JPMorgan Chase & Co. layoffs announced shares traded,JPM,Automotive,3,0,neutral
sent_1353,2025-10-04T06:25:08.549575,user_597,Microsoft Corporation declining sales analyst note #earnings,MSFT,Consumer Discretionary,3,2,negative
sent_1354,2025-06-09T08:14:08.549575,user_630,NVIDIA Corporation analyst meeting #markets,NVDA,Semiconductors,9,2,neutral
sent_1355,2025-08-18T00:10:08.549575,user_1497,$WMT dividend declared #markets,WMT,Automotive,3,2,positive
sent_1356,2025-08-11T12:17:08.550579,user_1096,$NVDA layoffs announced,NVDA,Financials,6,3,negative
sent_1357,2025-09-22T07:33:08.550579,user_519,$META misses estimates according to sources,META,Semiconductors,5,0,negative
sent_1358,2025-05-02T11:45:08.550579,user_1659,$BAC filed SEC form raising targets #earnings,BAC,Automotive,0,2,neutral
sent_1359,2025-04-15T12:19:08.550579,user_8,$GOOG declining sales,GOOG,Semiconductors,8,1,negative
sent_1360,2025-11-13T01:53:08.550579,user_265,$TSLA analyst meeting according to sources,TSLA,Semiconductors,4,1,neutral
sent_1361,2025-02-22T16:48:08.550579,user_1599,$AMZN profit warning downgrade,AMZN,Semiconductors,11,0,negative
sent_1362,2025-04-17T15:40:08.550579,user_1549,$AAPL analyst meeting shares jump,AAPL,Semiconductors,6,1,neutral
sent_1363,2025-07-03T20:31:08.550579,user_478,$MSFT lawsuit #earnings,MSFT,Consumer Discretionary,4,3,negative
sent_1364,2025-07-20T05:48:08.550579,user_891,$NVDA shares traded losses widen,NVDA,Automotive,12,1,positive
sent_1365,2025-10-17T19:34:08.550579,user_385,$NVDA declining sales #markets,NVDA,Automotive,10,0,negative
sent_1366,2025-03-15T16:21:08.550579,user_1529,$BAC misses estimates,BAC,Automotive,3,1,negative
sent_1367,2025-10-11T16:13:08.550579,user_394,"Tesla, Inc beats expectations",TSLA,Technology,1,7,positive
sent_1368,2025-06-07T16:57:08.550579,user_704,$BAC record profits stock reacts,BAC,Retail,5,2,positive
sent_1369,2025-04-03T01:27:08.550579,user_1651,$AAPL announces conference call market is watching,AAPL,Consumer Discretionary,2,2,positive
sent_1370,2025-06-16T10:02:08.550579,user_849,$TSLA solid quarter misses estimates,TSLA,Consumer Staples,9,3,positive
sent_1371,2025-10-29T05:50:08.551571,user_1759,JPMorgan Chase & Co. beats expectations,JPM,Automotive,5,5,positive
sent_1372,2025-01-13T20:22:08.551571,user_1222,Walmart Inc profit warning market is watching,WMT,Automotive,5,3,negative
sent_1373,2025-09-19T16:31:08.551571,user_1807,$AMZN downgrade investors are cautious #markets,AMZN,Technology,4,1,negative
sent_1374,2024-12-29T23:06:08.551571,user_1373,$MSFT losses widen declining sales #markets,MSFT,Semiconductors,7,2,negative
sent_1375,2025-10-25T22:44:08.551571,user_856,$WMT analyst meeting sell rating #markets,WMT,Retail,5,1,negative
sent_1376,2025-01-11T13:38:08.551571,user_745,$BAC buy rating shares jump #markets,BAC,Semiconductors,5,2,positive
sent_1377,2025-06-16T16:21:08.551571,user_1998,Apple Inc shares traded according to sources #markets,AAPL,Technology,4,4,neutral
sent_1378,2025-08-11T07:04:08.551571,user_1574,$JPM declining sales #earnings,JPM,Consumer Staples,3,2,negative
sent_1379,2025-08-28T20:16:08.551571,user_1026,$AMZN weak guidance,AMZN,Automotive,5,1,negative
sent_1380,2024-11-16T01:14:08.551571,user_123,$TSLA company updates stock drops #earnings,TSLA,Automotive,1,2,neutral
sent_1381,2025-10-31T01:49:08.551571,user_730,$JPM supply chain issues,JPM,Automotive,0,1,negative
sent_1382,2025-07-03T11:25:08.551571,user_853,"Amazon.com, Inc company updates lawsuit",AMZN,Financials,8,1,neutral
sent_1383,2025-10-27T06:23:08.551571,user_1966,NVIDIA Corporation filed SEC form outperform,NVDA,Automotive,10,0,neutral
sent_1384,2025-02-26T05:15:08.551571,user_511,$GOOG raising targets,GOOG,Semiconductors,7,2,positive
sent_1385,2025-04-28T00:37:08.551571,user_579,Bank of America Corporation revenue miss,BAC,Semiconductors,1,1,negative
sent_1386,2025-01-25T06:59:08.551571,user_989,$MSFT analyst meeting mixed signals #markets,MSFT,Automotive,6,7,neutral
sent_1387,2025-02-25T10:53:08.552575,user_573,Apple Inc revenue miss,AAPL,Consumer Discretionary,4,1,negative
sent_1388,2025-04-29T22:57:08.552575,user_1027,Alphabet Inc announces conference call revenue growth,GOOG,Financials,6,1,neutral
sent_1389,2025-10-02T05:27:08.552575,user_1333,$WMT losses widen shares jump,WMT,Technology,4,3,negative
sent_1390,2025-02-19T13:47:08.552575,user_1265,$MSFT shares traded,MSFT,Retail,3,2,positive
sent_1391,2025-01-16T02:34:08.552575,user_207,JPMorgan Chase & Co. lawsuit downgrade,JPM,Semiconductors,3,3,negative
sent_1392,2025-01-18T16:00:08.552575,user_100,JPMorgan Chase & Co. announces conference call,JPM,Technology,3,4,neutral
sent_1393,2024-12-09T05:07:08.552575,user_1950,$BAC downgrade #earnings,BAC,Retail,4,0,negative
sent_1394,2025-01-03T00:10:08.552575,user_219,$AMZN strong buy,AMZN,Semiconductors,7,1,positive
sent_1395,2025-07-06T18:04:08.552575,user_1404,Alphabet Inc supply chain issues revenue miss,GOOG,Financials,6,0,negative
sent_1396,2025-06-13T15:40:08.552575,user_1723,$TSLA misses estimates,TSLA,Technology,7,6,negative
sent_1397,2025-06-02T19:09:08.552575,user_960,Microsoft Corporation layoffs announced upbeat guidance,MSFT,Automotive,8,2,negative
sent_1398,2025-07-26T22:00:08.552575,user_45,Bank of America Corporation conference presentation stock reacts,BAC,Semiconductors,6,1,neutral
sent_1399,2025-09-23T11:22:08.552575,user_97,$JPM company updates,JPM,Automotive,5,1,negative
sent_1400,2025-10-24T22:56:08.552575,user_241,Microsoft Corporation declining sales buy rating #markets,MSFT,Consumer Staples,7,1,negative
sent_1401,2025-08-11T12:20:08.552575,user_499,$JPM downgrade in after-hours trading,JPM,Retail,4,3,negative
sent_1402,2025-02-12T09:25:08.552575,user_1488,$MSFT lawsuit #markets,MSFT,Automotive,4,4,negative
sent_1403,2025-05-16T11:55:08.552575,user_1790,$GOOG losses widen according to sources,GOOG,Retail,2,1,negative
sent_1404,2025-09-17T12:30:08.552575,user_110,"Tesla, Inc revenue miss upbeat guidance",TSLA,Technology,6,2,negative
sent_1405,2025-01-21T20:18:08.553699,user_1774,$WMT announces conference call,WMT,Semiconductors,7,0,neutral
sent_1406,2025-10-26T20:26:08.553699,user_1241,$NVDA bullish outlook announces conference call,NVDA,Retail,3,4,neutral
sent_1407,2025-09-28T03:08:08.553699,user_525,JPMorgan Chase & Co. expansion plans in after-hours trading,JPM,Technology,7,2,positive
sent_1408,2025-03-10T03:56:08.553699,user_1668,JPMorgan Chase & Co. filed SEC form investors are cautious,JPM,Technology,4,3,neutral
sent_1409,2025-08-01T18:17:08.553699,user_1530,$NVDA company updates,NVDA,Consumer Discretionary,3,1,neutral
sent_1410,2025-08-23T09:44:08.553699,user_1028,$AAPL analyst meeting strong buy,AAPL,Semiconductors,8,4,neutral
sent_1411,2025-03-10T19:38:08.553699,user_191,NVIDIA Corporation sell rating #earnings,NVDA,Semiconductors,13,1,negative
sent_1412,2025-03-20T12:27:08.553699,user_462,$WMT expansion plans,WMT,Automotive,3,3,positive
sent_1413,2025-08-09T03:35:08.553699,user_565,$NVDA declining sales according to sources #markets,NVDA,Semiconductors,1,1,negative
sent_1414,2025-07-08T07:50:08.553699,user_1976,Walmart Inc company updates outperform #markets,WMT,Consumer Staples,6,2,neutral
sent_1415,2025-03-15T01:55:08.553699,user_782,JPMorgan Chase & Co. announces conference call stock reacts #earnings,JPM,Automotive,3,1,positive
sent_1416,2024-12-11T13:40:08.553699,user_44,$META shares traded analyst note,META,Consumer Staples,5,0,neutral
sent_1417,2025-03-18T01:45:08.553699,user_805,$WMT bullish outlook record profits,WMT,Consumer Discretionary,7,1,positive
sent_1418,2025-05-25T20:02:08.553699,user_1642,"Tesla, Inc regulatory probe expansion plans",TSLA,Financials,3,3,negative
sent_1419,2025-09-07T08:51:08.554695,user_1580,$NVDA upbeat guidance #earnings,NVDA,Consumer Staples,3,3,positive
sent_1420,2025-10-02T19:51:08.554695,user_944,$AAPL declining sales,AAPL,Retail,5,3,negative
sent_1421,2025-08-21T22:30:08.554695,user_594,$TSLA filed SEC form profit warning,TSLA,Retail,3,2,positive
sent_1422,2025-08-05T09:23:08.554695,user_1897,"Tesla, Inc losses widen",TSLA,Retail,4,2,neutral
sent_1423,2025-09-17T06:00:08.554695,user_391,"Tesla, Inc solid quarter",TSLA,Retail,6,0,positive
sent_1424,2025-06-27T01:50:08.554695,user_886,$NVDA shares traded shares traded,NVDA,Consumer Discretionary,2,2,neutral
sent_1425,2025-09-02T03:05:08.554695,user_1241,Walmart Inc dividend declared according to sources #markets,WMT,Automotive,7,3,neutral
sent_1426,2024-12-22T09:42:08.554695,user_299,$TSLA losses widen,TSLA,Semiconductors,3,2,negative
sent_1427,2025-07-16T00:05:08.554695,user_1672,$AMZN analyst meeting stock reacts,AMZN,Retail,10,0,neutral
sent_1428,2025-10-10T09:47:08.554695,user_1189,Microsoft Corporation declining sales,MSFT,Retail,4,3,negative
sent_1429,2025-04-18T02:49:08.554695,user_1564,"Amazon.com, Inc sell rating profit warning #markets",AMZN,Automotive,6,2,negative
sent_1430,2025-02-05T20:38:08.554695,user_1509,$WMT beats expectations mixed signals,WMT,Automotive,4,3,positive
sent_1431,2025-02-21T03:33:08.554695,user_843,Microsoft Corporation record profits #earnings,MSFT,Automotive,0,3,positive
sent_1432,2025-02-16T08:10:08.554695,user_532,$META expansion plans profit warning,META,Technology,5,1,positive
sent_1433,2025-09-03T22:19:08.554695,user_384,$MSFT revenue miss in after-hours trading,MSFT,Technology,5,1,negative
sent_1434,2025-09-07T06:17:08.555697,user_591,$TSLA solid quarter in after-hours trading,TSLA,Consumer Staples,2,4,positive
sent_1435,2025-04-07T04:24:08.555697,user_852,"Tesla, Inc strong earnings downgrade",TSLA,Automotive,3,2,positive
sent_1436,2025-03-10T03:07:08.555697,user_13,$GOOG outperform expansion plans,GOOG,Consumer Discretionary,6,1,positive
sent_1437,2024-11-27T03:58:08.555697,user_1551,$NVDA outperform analyst note,NVDA,Consumer Discretionary,5,4,positive
sent_1438,2024-12-06T22:18:08.555697,user_49,"Meta Platforms, Inc layoffs announced solid quarter",META,Automotive,5,3,negative
sent_1439,2025-05-27T12:14:08.555697,user_1554,$GOOG announces conference call,GOOG,Technology,3,1,neutral
sent_1440,2025-01-03T22:30:08.555697,user_1564,$TSLA analyst meeting #markets,TSLA,Retail,2,3,negative
sent_1441,2025-09-04T05:08:08.555697,user_223,Alphabet Inc bullish outlook in after-hours trading,GOOG,Automotive,6,1,positive
sent_1442,2025-04-17T19:42:08.555697,user_1578,$META dividend declared analyst note #earnings,META,Technology,6,1,positive
sent_1443,2025-03-23T18:43:08.555697,user_1622,"Meta Platforms, Inc shares traded",META,Consumer Staples,8,2,negative
sent_1444,2025-05-04T15:46:08.555697,user_1320,Microsoft Corporation company updates shares traded #markets,MSFT,Consumer Discretionary,10,0,neutral
sent_1445,2025-06-23T15:15:08.555697,user_326,$BAC announces conference call stock drops,BAC,Consumer Discretionary,5,5,negative
sent_1446,2025-05-27T13:48:08.555697,user_1547,$NVDA bullish outlook,NVDA,Technology,7,2,positive
sent_1447,2025-10-16T12:34:08.555697,user_1948,"Amazon.com, Inc supply chain issues #markets",AMZN,Technology,4,4,negative
sent_1448,2025-05-22T02:51:08.555697,user_1467,$META outperform stock reacts,META,Automotive,8,1,positive
sent_1449,2024-12-02T20:03:08.555697,user_939,$META shares traded losses widen,META,Consumer Staples,6,1,neutral
sent_1450,2024-11-29T14:33:08.555697,user_1462,Apple Inc analyst meeting #markets,AAPL,Semiconductors,10,2,neutral
sent_1451,2025-08-22T03:20:08.556740,user_44,Walmart Inc raising targets conference presentation #markets,WMT,Consumer Staples,5,4,positive
sent_1452,2025-06-09T16:34:08.556740,user_926,$AMZN company updates,AMZN,Consumer Discretionary,4,0,neutral
sent_1453,2025-05-11T23:48:08.556740,user_1272,$TSLA filed SEC form announces conference call #markets #earnings,TSLA,Consumer Staples,7,1,neutral
sent_1454,2025-10-06T06:04:08.556740,user_950,$BAC losses widen stock reacts,BAC,Semiconductors,4,4,negative
sent_1455,2025-03-30T06:42:08.556740,user_538,$MSFT profit warning upbeat guidance,MSFT,Automotive,3,2,negative
sent_1456,2025-06-20T12:34:08.556740,user_1706,$AMZN announces conference call filed SEC form,AMZN,Retail,5,1,neutral
sent_1457,2024-11-29T12:25:08.556740,user_1258,"Tesla, Inc misses estimates bullish outlook",TSLA,Consumer Staples,2,1,negative
sent_1458,2025-04-17T10:47:08.556740,user_623,Bank of America Corporation solid quarter investors are cautious #markets #earnings,BAC,Technology,5,3,positive
sent_1459,2025-10-16T23:52:08.557702,user_1654,$MSFT analyst meeting shares jump #earnings,MSFT,Retail,6,1,neutral
sent_1460,2025-06-24T16:26:08.557702,user_1376,$WMT conference presentation,WMT,Retail,4,2,neutral
sent_1461,2025-06-16T10:58:08.557702,user_603,Walmart Inc strong buy solid quarter #markets,WMT,Technology,5,5,positive
sent_1462,2025-03-19T07:12:08.557702,user_1628,$NVDA revenue miss,NVDA,Automotive,6,0,negative
sent_1463,2025-09-22T13:21:08.557702,user_1310,Microsoft Corporation expansion plans dividend declared #markets,MSFT,Technology,5,1,positive
sent_1464,2024-12-02T08:40:08.557702,user_1181,"Meta Platforms, Inc expansion plans #markets",META,Technology,6,1,positive
sent_1465,2025-05-21T04:53:08.557702,user_1969,$MSFT buy rating,MSFT,Technology,5,4,positive
sent_1466,2024-12-20T14:52:08.557702,user_1311,$JPM conference presentation sell rating,JPM,Financials,9,2,negative
sent_1467,2024-11-26T05:51:08.557702,user_323,$TSLA outperform,TSLA,Financials,3,6,positive
sent_1468,2024-12-01T21:19:08.557702,user_716,$MSFT beats expectations strong earnings,MSFT,Financials,5,4,positive
sent_1469,2025-03-27T02:58:08.557702,user_1408,JPMorgan Chase & Co. losses widen declining sales #markets #earnings,JPM,Financials,7,1,negative
sent_1470,2025-08-18T10:43:08.557702,user_1590,$NVDA solid quarter #markets,NVDA,Technology,5,1,positive
sent_1471,2025-06-18T20:56:08.557702,user_1952,$TSLA analyst meeting announces conference call,TSLA,Semiconductors,5,1,positive
sent_1472,2025-06-26T03:33:08.557702,user_841,"Meta Platforms, Inc filed SEC form mixed signals",META,Consumer Staples,7,2,positive
sent_1473,2024-11-30T12:32:08.557702,user_200,$WMT upbeat guidance on the news #earnings,WMT,Technology,3,2,positive
sent_1474,2025-08-29T04:37:08.558704,user_1840,$WMT buy rating,WMT,Automotive,2,2,positive
sent_1475,2025-09-26T23:30:08.558704,user_1079,$BAC dividend declared #earnings,BAC,Retail,2,2,neutral
sent_1476,2025-04-19T07:49:08.558704,user_368,"Tesla, Inc analyst meeting",TSLA,Consumer Discretionary,3,1,neutral
sent_1477,2025-08-04T05:07:08.558704,user_550,$AMZN record profits,AMZN,Automotive,4,1,positive
sent_1478,2025-08-08T05:54:08.558704,user_418,$META solid quarter raising targets,META,Technology,3,2,positive
sent_1479,2025-07-31T20:44:08.558704,user_317,"Amazon.com, Inc company updates according to sources",AMZN,Semiconductors,5,2,neutral
sent_1480,2025-09-17T14:26:08.558704,user_1158,"Amazon.com, Inc company updates",AMZN,Technology,3,3,neutral
sent_1481,2025-09-12T13:11:08.558704,user_670,$BAC announces conference call according to sources #markets,BAC,Technology,5,1,positive
sent_1482,2025-04-21T16:45:08.558704,user_1853,$MSFT regulatory probe analyst meeting #earnings,MSFT,Consumer Staples,2,4,negative
sent_1483,2025-10-23T02:12:08.558704,user_217,Apple Inc dividend declared layoffs announced,AAPL,Consumer Discretionary,3,1,neutral
sent_1484,2025-05-01T03:06:08.558704,user_1652,$BAC filed SEC form raising targets,BAC,Technology,5,5,neutral
sent_1485,2024-12-17T04:32:08.558704,user_910,$MSFT strong earnings lawsuit,MSFT,Automotive,3,1,positive
sent_1486,2025-11-05T17:44:08.558704,user_1915,Alphabet Inc conference presentation #earnings,GOOG,Consumer Staples,7,3,neutral
sent_1487,2024-12-18T01:49:08.558704,user_287,NVIDIA Corporation announces conference call bullish outlook,NVDA,Retail,9,0,neutral
sent_1488,2025-10-01T11:02:08.558704,user_573,$AMZN strong earnings investors are cautious,AMZN,Retail,10,2,neutral
sent_1489,2025-03-03T22:20:08.559696,user_623,$TSLA shares traded company updates,TSLA,Retail,5,2,neutral
sent_1490,2025-02-01T04:54:08.559696,user_166,Apple Inc revenue miss,AAPL,Financials,3,2,negative
sent_1491,2025-06-24T20:30:08.559696,user_468,$WMT misses estimates in after-hours trading #markets,WMT,Retail,6,2,negative
sent_1492,2024-12-20T00:28:08.559696,user_1783,$WMT sell rating #markets,WMT,Financials,2,1,negative
sent_1493,2025-06-21T04:02:08.559696,user_1666,Microsoft Corporation strong buy,MSFT,Semiconductors,5,2,positive
sent_1494,2025-05-13T18:16:08.559696,user_1550,$NVDA expansion plans,NVDA,Consumer Discretionary,5,3,positive
sent_1495,2024-11-13T20:46:08.559696,user_1563,Apple Inc shares traded,AAPL,Semiconductors,4,2,neutral
sent_1496,2025-09-01T07:11:08.559696,user_1497,Alphabet Inc dividend declared stock reacts,GOOG,Automotive,2,3,neutral
sent_1497,2025-05-11T09:32:08.559696,user_1024,$NVDA dividend declared sell rating #earnings,NVDA,Financials,6,3,neutral
sent_1498,2025-05-14T05:46:08.559696,user_1811,"Tesla, Inc expansion plans",TSLA,Technology,3,0,neutral
sent_1499,2025-01-18T02:12:08.559696,user_999,$TSLA company updates analyst note,TSLA,Consumer Staples,6,0,neutral
sent_1500,2025-08-14T20:16:08.559696,user_1775,Bank of America Corporation dividend declared CEO comments #markets,BAC,Technology,6,2,neutral
sent_1501,2025-05-09T06:55:08.559696,user_1144,$TSLA sell rating,TSLA,Semiconductors,2,1,negative
sent_1502,2024-12-13T04:28:08.559696,user_1057,$MSFT misses estimates,MSFT,Financials,12,0,neutral
sent_1503,2024-12-11T09:21:08.559696,user_1991,$AAPL revenue miss,AAPL,Retail,3,2,negative
sent_1504,2025-04-06T15:47:08.559696,user_1410,"Amazon.com, Inc layoffs announced",AMZN,Automotive,3,0,negative
sent_1505,2024-12-14T04:43:08.560704,user_1542,$TSLA downgrade stock drops #markets,TSLA,Semiconductors,8,3,negative
sent_1506,2025-01-06T13:45:08.560704,user_640,JPMorgan Chase & Co. record profits,JPM,Automotive,8,3,positive
sent_1507,2025-04-27T00:12:08.560704,user_1269,$WMT expansion plans in after-hours trading,WMT,Retail,2,1,positive
sent_1508,2025-05-21T01:51:08.560704,user_729,$AAPL profit warning,AAPL,Retail,5,1,negative
sent_1509,2024-12-25T05:51:08.560704,user_218,$META lawsuit,META,Technology,4,3,negative
sent_1510,2025-07-19T23:16:08.560704,user_1497,$JPM profit warning market is watching,JPM,Semiconductors,4,1,negative
sent_1511,2025-08-19T00:29:08.560704,user_250,$MSFT dividend declared announces conference call,MSFT,Consumer Staples,6,0,neutral
sent_1512,2025-03-01T21:35:08.560704,user_726,NVIDIA Corporation lawsuit #earnings,NVDA,Consumer Discretionary,9,1,negative
sent_1513,2025-01-12T15:14:08.560704,user_209,NVIDIA Corporation expansion plans,NVDA,Automotive,5,1,positive
sent_1514,2025-04-12T11:46:08.560704,user_1113,$JPM raising targets #earnings,JPM,Automotive,7,0,positive
sent_1515,2025-05-09T19:58:08.560704,user_1180,Walmart Inc downgrade dividend declared,WMT,Consumer Staples,3,1,negative
sent_1516,2025-05-27T22:59:08.560704,user_361,NVIDIA Corporation revenue growth analyst note #markets,NVDA,Automotive,4,0,positive
sent_1517,2025-08-05T17:49:08.560704,user_728,$AMZN upbeat guidance,AMZN,Automotive,5,4,positive
sent_1518,2025-07-01T02:57:08.560704,user_409,$BAC filed SEC form #markets,BAC,Technology,7,4,neutral
sent_1519,2025-05-04T04:04:08.560704,user_1027,$TSLA analyst meeting,TSLA,Consumer Discretionary,4,2,positive
sent_1520,2025-06-16T02:55:08.560704,user_638,Walmart Inc sell rating beats expectations,WMT,Consumer Staples,5,2,negative
sent_1521,2025-04-16T20:02:08.561697,user_1521,"Amazon.com, Inc record profits",AMZN,Consumer Staples,9,1,positive
sent_1522,2025-01-03T20:15:08.561697,user_223,Alphabet Inc strong earnings in after-hours trading,GOOG,Automotive,6,4,positive
sent_1523,2025-01-23T06:17:08.561697,user_551,$WMT shares traded stock reacts,WMT,Semiconductors,3,2,neutral
sent_1524,2025-03-01T20:39:08.561697,user_1362,Apple Inc solid quarter,AAPL,Retail,5,4,positive
sent_1525,2024-12-28T13:02:08.561697,user_985,$NVDA sell rating on the news,NVDA,Automotive,6,3,negative
sent_1526,2025-09-27T17:25:08.561697,user_436,$META filed SEC form weak guidance #markets,META,Retail,6,2,positive
sent_1527,2025-03-26T05:40:08.561697,user_1175,$AMZN filed SEC form on the news #markets,AMZN,Consumer Discretionary,11,4,neutral
sent_1528,2025-09-05T07:44:08.561697,user_673,$TSLA filed SEC form,TSLA,Retail,7,0,negative
sent_1529,2025-07-31T02:41:08.561697,user_823,$GOOG dividend declared CEO comments,GOOG,Financials,2,0,neutral
sent_1530,2025-06-15T17:14:08.561697,user_1881,$WMT analyst meeting #markets,WMT,Financials,7,1,neutral
sent_1531,2025-10-26T11:03:08.561697,user_1726,"Tesla, Inc company updates",TSLA,Automotive,3,2,negative
sent_1532,2025-01-02T15:17:08.561697,user_1413,$AMZN beats expectations market is watching,AMZN,Consumer Discretionary,2,1,positive
sent_1533,2025-04-02T05:18:08.561697,user_748,$MSFT dividend declared,MSFT,Consumer Discretionary,6,1,neutral
sent_1534,2025-04-10T14:27:08.561697,user_1034,$AAPL strong buy stock reacts,AAPL,Consumer Staples,4,5,positive
sent_1535,2025-09-06T17:40:08.561697,user_687,"Meta Platforms, Inc company updates",META,Financials,5,0,neutral
sent_1536,2025-07-01T07:11:08.561697,user_1449,$AAPL raising targets stock drops #earnings,AAPL,Technology,5,2,positive
sent_1537,2025-06-21T09:36:08.562699,user_155,$BAC shares traded #markets,BAC,Technology,5,3,neutral
