id,timestamp,customer_id,message,issue_type,priority,agent_reply
sup_709,2025-09-16T12:22:08.648992,cust_4735,cust_4735: I have an issue: unable to trade. Please help,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_710,2025-09-07T12:22:08.648992,cust_35,cust_35: I have an issue: missing statement. Urgent,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_711,2025-09-28T12:22:08.648992,cust_2564,cust_2564: I have an issue: transaction failed. Urgent,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_712,2025-10-29T12:22:08.648992,cust_2456,cust_2456: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_713,2025-09-24T12:22:08.648992,cust_670,cust_670: I have an issue: deposit not credited. Thanks,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_714,2025-09-11T12:22:08.648992,cust_4141,cust_4141: I have an issue: need KYC help. Need assistance,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_715,2025-10-15T12:22:08.648992,cust_2733,cust_2733: I have an issue: missing statement. Need assistance,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_716,2025-09-16T12:22:08.648992,cust_4830,cust_4830: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_717,2025-09-22T12:22:08.648992,cust_712,cust_712: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_718,2025-10-16T12:22:08.648992,cust_79,cust_79: I have an issue: account locked. Thanks,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_719,2025-09-17T12:22:08.648992,cust_4661,cust_4661: I have an issue: refund request. Need assistance,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_720,2025-10-05T12:22:08.648992,cust_721,cust_721: I have an issue: error on mobile app. Thanks,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_721,2025-09-07T12:22:08.648992,cust_184,cust_184: I have an issue: deposit not credited. Please help,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_722,2025-09-24T12:22:08.648992,cust_4157,cust_4157: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_723,2025-09-01T12:22:08.648992,cust_2061,cust_2061: I have an issue: need KYC help. Thanks,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_724,2025-08-17T12:22:08.648992,cust_2145,cust_2145: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_725,2025-10-23T12:22:08.648992,cust_1487,cust_1487: I have an issue: account locked. Please help,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_726,2025-10-02T12:22:08.648992,cust_1197,cust_1197: I have an issue: transaction failed. Urgent,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_727,2025-08-20T12:22:08.648992,cust_3708,cust_3708: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_728,2025-09-29T12:22:08.649992,cust_192,cust_192: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_729,2025-10-17T12:22:08.649992,cust_4138,cust_4138: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_730,2025-09-10T12:22:08.649992,cust_2629,cust_2629: I have an issue: how to change bank details. Please help,how to change bank details,high,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_731,2025-08-19T12:22:08.649992,cust_2162,cust_2162: I have an issue: how to reset password. Need assistance,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_732,2025-10-18T12:22:08.649992,cust_1464,cust_1464: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_733,2025-10-20T12:22:08.649992,cust_4419,cust_4419: I have an issue: account locked. Thanks,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_734,2025-08-28T12:22:08.649992,cust_476,cust_476: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_735,2025-08-24T12:22:08.649992,cust_2209,cust_2209: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_736,2025-10-11T12:22:08.649992,cust_4611,cust_4611: I have an issue: need KYC help. Please help,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_737,2025-09-28T12:22:08.649992,cust_157,cust_157: I have an issue: refund request. Thanks,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_738,2025-10-10T12:22:08.649992,cust_2979,cust_2979: I have an issue: how to reset password. Please help,how to reset password,high,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_739,2025-10-25T12:22:08.649992,cust_1699,cust_1699: I have an issue: need KYC help. Please help,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_740,2025-09-08T12:22:08.649992,cust_1460,cust_1460: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_741,2025-11-01T12:22:08.649992,cust_3842,cust_3842: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_742,2025-09-04T12:22:08.649992,cust_1104,cust_1104: I have an issue: transaction failed. Need assistance,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_743,2025-09-10T12:22:08.649992,cust_1934,cust_1934: I have an issue: error on mobile app. Thanks,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_744,2025-10-30T12:22:08.649992,cust_3070,cust_3070: I have an issue: missing statement. Please help,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_745,2025-10-01T12:22:08.649992,cust_3523,cust_3523: I have an issue: missing statement. Need assistance,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_746,2025-09-08T12:22:08.649992,cust_2343,cust_2343: I have an issue: transaction failed. Need assistance,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_747,2025-10-25T12:22:08.649992,cust_3686,cust_3686: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_748,2025-09-27T12:22:08.649992,cust_4443,cust_4443: I have an issue: missing statement. Urgent,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_749,2025-09-26T12:22:08.649992,cust_3302,cust_3302: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_750,2025-09-16T12:22:08.649992,cust_635,cust_635: I have an issue: refund request. Thanks,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_751,2025-10-22T12:22:08.649992,cust_1073,cust_1073: I have an issue: how to change bank details. Please help,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_752,2025-09-03T12:22:08.649992,cust_2643,cust_2643: I have an issue: missing statement. Please help,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_753,2025-10-29T12:22:08.649992,cust_4304,cust_4304: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_754,2025-10-03T12:22:08.649992,cust_3314,cust_3314: I have an issue: unable to trade. Urgent,unable to trade,high,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_755,2025-10-01T12:22:08.649992,cust_1478,cust_1478: I have an issue: transaction failed. Need assistance,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_756,2025-10-15T12:22:08.649992,cust_1142,cust_1142: I have an issue: deposit not credited. Need assistance,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_757,2025-09-01T12:22:08.649992,cust_4860,cust_4860: I have an issue: account locked. Please help,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_758,2025-08-25T12:22:08.649992,cust_1556,cust_1556: I have an issue: missing statement. Thanks,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_759,2025-09-07T12:22:08.649992,cust_1281,cust_1281: I have an issue: refund request. Urgent,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_760,2025-11-05T12:22:08.650988,cust_4181,cust_4181: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_761,2025-11-03T12:22:08.650988,cust_4944,cust_4944: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_762,2025-11-05T12:22:08.650988,cust_4607,cust_4607: I have an issue: account locked. Need assistance,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_763,2025-10-10T12:22:08.650988,cust_689,cust_689: I have an issue: need KYC help. Thanks,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_764,2025-11-10T12:22:08.650988,cust_210,cust_210: I have an issue: how to change bank details. Thanks,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_765,2025-11-13T12:22:08.650988,cust_746,cust_746: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_766,2025-10-12T12:22:08.650988,cust_4175,cust_4175: I have an issue: deposit not credited. Thanks,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_767,2025-10-06T12:22:08.650988,cust_4369,cust_4369: I have an issue: unable to trade. Thanks,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_768,2025-08-16T12:22:08.650988,cust_2935,cust_2935: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_769,2025-09-10T12:22:08.650988,cust_4920,cust_4920: I have an issue: transaction failed. Need assistance,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_770,2025-10-04T12:22:08.650988,cust_2472,cust_2472: I have an issue: transaction failed. Please help,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_771,2025-10-21T12:22:08.650988,cust_1287,cust_1287: I have an issue: unable to trade. Please help,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_772,2025-09-18T12:22:08.650988,cust_856,cust_856: I have an issue: how to change bank details. Need assistance,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_773,2025-08-26T12:22:08.650988,cust_3605,cust_3605: I have an issue: need KYC help. Thanks,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_774,2025-08-26T12:22:08.650988,cust_777,cust_777: I have an issue: error on mobile app. Please help,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_775,2025-10-05T12:22:08.650988,cust_2910,cust_2910: I have an issue: missing statement. Please help,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_776,2025-10-02T12:22:08.650988,cust_408,cust_408: I have an issue: account locked. Urgent,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_777,2025-08-19T12:22:08.650988,cust_3966,cust_3966: I have an issue: how to reset password. Please help,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_778,2025-08-19T12:22:08.650988,cust_4865,cust_4865: I have an issue: how to reset password. Urgent,how to reset password,high,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_779,2025-08-23T12:22:08.651512,cust_3178,cust_3178: I have an issue: transaction failed. Thanks,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_780,2025-09-20T12:22:08.651512,cust_2543,cust_2543: I have an issue: deposit not credited. Please help,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_781,2025-11-05T12:22:08.651512,cust_4894,cust_4894: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_782,2025-10-11T12:22:08.651512,cust_4538,cust_4538: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_783,2025-09-15T12:22:08.651512,cust_2272,cust_2272: I have an issue: unable to trade. Need assistance,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_784,2025-09-20T12:22:08.651512,cust_3771,cust_3771: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_785,2025-09-29T12:22:08.651512,cust_2161,cust_2161: I have an issue: error on mobile app. Please help,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_786,2025-10-18T12:22:08.651512,cust_4503,cust_4503: I have an issue: deposit not credited. Thanks,deposit not credited,medium,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_787,2025-11-01T12:22:08.651512,cust_3026,cust_3026: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_788,2025-09-15T12:22:08.651512,cust_1406,cust_1406: I have an issue: deposit not credited. Need assistance,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_789,2025-09-27T12:22:08.651512,cust_693,cust_693: I have an issue: how to change bank details. Please help,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_790,2025-08-22T12:22:08.651512,cust_1224,cust_1224: I have an issue: error on mobile app. Thanks,error on mobile app,high,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_791,2025-08-21T12:22:08.651512,cust_4320,cust_4320: I have an issue: how to reset password. Urgent,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_792,2025-11-06T12:22:08.651512,cust_310,cust_310: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_793,2025-10-09T12:22:08.651512,cust_1537,cust_1537: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_794,2025-09-11T12:22:08.651512,cust_4782,cust_4782: I have an issue: refund request. Thanks,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_795,2025-09-19T12:22:08.651512,cust_4485,cust_4485: I have an issue: deposit not credited. Urgent,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_796,2025-09-02T12:22:08.651512,cust_1432,cust_1432: I have an issue: transaction failed. Need assistance,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_797,2025-09-03T12:22:08.651512,cust_3355,cust_3355: I have an issue: transaction failed. Urgent,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_798,2025-10-11T12:22:08.651512,cust_1596,cust_1596: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_799,2025-10-31T12:22:08.651512,cust_2496,cust_2496: I have an issue: missing statement. Urgent,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_800,2025-09-08T12:22:08.651512,cust_1041,cust_1041: I have an issue: need KYC help. Need assistance,need KYC help,medium,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_801,2025-09-08T12:22:08.651512,cust_3439,cust_3439: I have an issue: transaction failed. Urgent,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_802,2025-10-05T12:22:08.651512,cust_2027,cust_2027: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_803,2025-11-01T12:22:08.651512,cust_3454,cust_3454: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_804,2025-09-05T12:22:08.651512,cust_3055,cust_3055: I have an issue: unable to trade. Please help,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_805,2025-10-31T12:22:08.651512,cust_3991,cust_3991: I have an issue: unable to trade. Thanks,unable to trade,high,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_806,2025-09-19T12:22:08.651512,cust_3775,cust_3775: I have an issue: missing statement. Thanks,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_807,2025-09-05T12:22:08.651512,cust_2241,cust_2241: I have an issue: missing statement. Need assistance,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_808,2025-09-10T12:22:08.651512,cust_2111,cust_2111: I have an issue: how to change bank details. Please help,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_809,2025-11-11T12:22:08.651512,cust_997,cust_997: I have an issue: transaction failed. Thanks,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_810,2025-09-21T12:22:08.651512,cust_3281,cust_3281: I have an issue: account locked. Please help,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_811,2025-09-18T12:22:08.651512,cust_4682,cust_4682: I have an issue: refund request. Need assistance,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_812,2025-10-26T12:22:08.651512,cust_2888,cust_2888: I have an issue: account locked. Please help,account locked,high,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_813,2025-10-15T12:22:08.651512,cust_2692,cust_2692: I have an issue: refund request. Thanks,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_814,2025-09-19T12:22:08.651512,cust_1784,cust_1784: I have an issue: missing statement. Need assistance,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_815,2025-11-11T12:22:08.651512,cust_4795,cust_4795: I have an issue: error on mobile app. Need assistance,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_816,2025-08-30T12:22:08.651512,cust_3429,cust_3429: I have an issue: how to change bank details. Urgent,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_817,2025-11-13T12:22:08.652540,cust_4973,cust_4973: I have an issue: deposit not credited. Need assistance,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_818,2025-10-29T12:22:08.652540,cust_3135,cust_3135: I have an issue: missing statement. Need assistance,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_819,2025-10-23T12:22:08.652540,cust_3534,cust_3534: I have an issue: error on mobile app. Need assistance,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_820,2025-09-13T12:22:08.652540,cust_2619,cust_2619: I have an issue: how to reset password. Urgent,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_821,2025-10-11T12:22:08.652540,cust_1133,cust_1133: I have an issue: refund request. Urgent,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_822,2025-11-08T12:22:08.652540,cust_1953,cust_1953: I have an issue: how to reset password. Please help,how to reset password,low,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_823,2025-08-25T12:22:08.652540,cust_146,cust_146: I have an issue: refund request. Need assistance,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_824,2025-10-15T12:22:08.652540,cust_609,cust_609: I have an issue: unable to trade. Please help,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_825,2025-08-23T12:22:08.652540,cust_4803,cust_4803: I have an issue: missing statement. Need assistance,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_826,2025-09-25T12:22:08.652540,cust_619,cust_619: I have an issue: how to reset password. Urgent,how to reset password,medium,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_827,2025-10-13T12:22:08.652540,cust_1057,cust_1057: I have an issue: unable to trade. Thanks,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_828,2025-11-08T12:22:08.652540,cust_4942,cust_4942: I have an issue: transaction failed. Need assistance,transaction failed,low,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_829,2025-09-08T12:22:08.652540,cust_2609,cust_2609: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_830,2025-08-15T12:22:08.652540,cust_2823,cust_2823: I have an issue: refund request. Please help,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_831,2025-08-20T12:22:08.652540,cust_1508,cust_1508: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_832,2025-08-23T12:22:08.652540,cust_489,cust_489: I have an issue: how to change bank details. Need assistance,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_833,2025-09-26T12:22:08.652540,cust_3873,cust_3873: I have an issue: error on mobile app. Urgent,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_834,2025-10-22T12:22:08.652540,cust_1463,cust_1463: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_835,2025-08-17T12:22:08.652540,cust_1708,cust_1708: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_836,2025-10-22T12:22:08.652540,cust_4813,cust_4813: I have an issue: missing statement. Please help,missing statement,low,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_837,2025-09-05T12:22:08.652540,cust_4152,cust_4152: I have an issue: deposit not credited. Thanks,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_838,2025-09-03T12:22:08.652540,cust_4583,cust_4583: I have an issue: unable to trade. Please help,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_839,2025-08-28T12:22:08.652540,cust_2708,cust_2708: I have an issue: unable to trade. Please help,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_840,2025-09-29T12:22:08.652540,cust_4059,cust_4059: I have an issue: refund request. Urgent,refund request,high,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_841,2025-09-24T12:22:08.652540,cust_3811,cust_3811: I have an issue: account locked. Urgent,account locked,low,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_842,2025-11-10T12:22:08.652540,cust_4731,cust_4731: I have an issue: how to change bank details. Urgent,how to change bank details,low,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_843,2025-09-07T12:22:08.652540,cust_3810,cust_3810: I have an issue: missing statement. Thanks,missing statement,high,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_844,2025-09-04T12:22:08.652540,cust_2886,cust_2886: I have an issue: refund request. Urgent,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_845,2025-09-08T12:22:08.652540,cust_3484,cust_3484: I have an issue: refund request. Thanks,refund request,medium,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_846,2025-09-04T12:22:08.652540,cust_3938,cust_3938: I have an issue: error on mobile app. Thanks,error on mobile app,low,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
sup_847,2025-10-14T12:22:08.652540,cust_2969,cust_2969: I have an issue: unable to trade. Urgent,unable to trade,low,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_848,2025-08-19T12:22:08.652540,cust_3065,cust_3065: I have an issue: missing statement. Thanks,missing statement,medium,"Statements are available under Documents > Statements. If missing, tell us the month and year."
sup_849,2025-08-29T12:22:08.652540,cust_4402,cust_4402: I have an issue: refund request. Please help,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_850,2025-08-22T12:22:08.652540,cust_64,cust_64: I have an issue: how to reset password. Please help,how to reset password,high,"Please follow the reset link in the app or visit Account > Reset Password. If locked out, use 'Forgot password'."
sup_851,2025-09-25T12:22:08.652540,cust_3493,cust_3493: I have an issue: refund request. Need assistance,refund request,low,Refunds take 5-7 business days. Provide transaction id and reason for faster processing.
sup_852,2025-09-26T12:22:08.652540,cust_2778,cust_2778: I have an issue: how to change bank details. Need assistance,how to change bank details,medium,Go to Payments > Bank details. Update and complete micro-deposit verification.
sup_853,2025-10-26T12:22:08.652540,cust_4049,cust_4049: I have an issue: transaction failed. Please help,transaction failed,high,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_854,2025-10-21T12:22:08.652540,cust_1360,cust_1360: I have an issue: unable to trade. Please help,unable to trade,medium,Trades may be blocked due to insufficient funds or restrictions. Check your balance and ensure KYC is complete.
sup_855,2025-10-29T12:22:08.652540,cust_127,cust_127: I have an issue: transaction failed. Need assistance,transaction failed,medium,"Please check error code and retry. If funds were debited, contact support with transaction id."
sup_856,2025-09-19T12:22:08.653543,cust_105,cust_105: I have an issue: need KYC help. Need assistance,need KYC help,low,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_857,2025-11-08T12:22:08.653543,cust_3471,cust_3471: I have an issue: deposit not credited. Thanks,deposit not credited,high,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_858,2025-10-13T12:22:08.653543,cust_4685,cust_4685: I have an issue: deposit not credited. Please help,deposit not credited,low,"Deposits normally show within 1-3 business days. If delayed, send transaction reference and we will investigate."
sup_859,2025-09-08T12:22:08.653543,cust_2147,cust_2147: I have an issue: account locked. Urgent,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_860,2025-08-28T12:22:08.653543,cust_2644,cust_2644: I have an issue: need KYC help. Need assistance,need KYC help,high,"To complete KYC, upload ID and address proof. Visit Settings > KYC to upload documents."
sup_861,2025-08-24T12:22:08.653543,cust_4051,cust_4051: I have an issue: account locked. Need assistance,account locked,medium,"We're sorry — your account is locked. Please provide last 4 digits of linked bank to verify, or contact support."
sup_862,2025-09-20T12:22:08.653543,cust_4172,cust_4172: I have an issue: error on mobile app. Thanks,error on mobile app,medium,"Try clearing app cache or reinstalling the app. If issue persists, send app version and logs."
